;"Generated by FINAN XBRL Taxonomy Viewer v4.3.24"
50;"frc-i:PurchaseValueRegisterBoundGood";5;"            Purchase value register bound good";"            Aanschafwaarde registergoed";"            Aanschafwaarde registergoed";"            Aanschafwaarde registergoed";"";"PurchaseValueRegisterBoundGood";"frc-i";"PurchaseValueRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseValueRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"De ondergrens van de aanschafwaarde van het registergoed bedraagt €10.000,-. Indien de aanschafwaarde niet bekend is per kadastrale nummer, dient dit toegelicht te worden.";"";"";"";"De waarde waarvoor een registergoed is aangeschaft. Alleen registergoederen met een aanschafwaarde van €10.000,- of meer behoeven hier te worden ingevuld. Indien de aanschafwaarde niet bekend is per kadastrale nummer, dient dit toegelicht te worden.";"";"";""
51;"frc-i:PurchaseYearRegisterBoundGood";5;"            Purchase year register bound good";"            Aanschafjaar registergoed";"            Aanschafjaar registergoed";"            Aanschafjaar registergoed";"";"PurchaseYearRegisterBoundGood";"frc-i";"PurchaseYearRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseYearRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"xbrli:integerItemType";"integer";"xbrli:integerItemType";"Number";"0";;;;;;;;;;;;"Instant";"None";0;0;"";"Het aanschafjaar van het registergoed.";"";"";"";"Het aanschafjaar van het registergoed.";"";"";""
52;"frc-i:BuildingIndicator";5;"            Building indicator Y/N";"            Gebouw (eventueel inclusief terrein) J/N";"            Gebouw (eventueel inclusief terrein) J/N";"            Gebouw (eventueel inclusief terrein) J/N";"";"BuildingIndicator";"frc-i";"BuildingIndicator";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BuildingIndicator";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"nl-codes:yesNoItemType";"yesNo";"xbrli:stringItemType";"Enumeration";"0";"";"Ja|Nee";"";"";"";"";"";"";"";"";"";"Instant";"None";0;0;"";"Indicatie of het alhier gespecificeerde registergoed een gebouw is, indien gebouw (eventueel inclusief terrein) dan is de WOZ-waarde verplicht.";"";"";"";"Indicatie of het alhier gespecificeerde registergoed een gebouw is, indien gebouw (eventueel inclusief terrein) dan is de WOZ-waarde verplicht.";"";"";""
53;"frc-i:ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";5;"            Value purposes valuation of immovable property act register bound good";"            WOZ-waarde registergoed";"            WOZ-waarde registergoed";"            WOZ-waarde registergoed";"";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"frc-i";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Waarde van het registergoed zoals het bij het register is geregistreerd. Indien WOZ waarde geen betrekking heeft op kadastrale nummer, dient dit toegelicht te worden. Indien het woonhuis niet tot het zakelijk vermogen gerekend wordt, moet dit worden toegelicht.";"";"";"";"De waarde van een onroerende zaak op de laatste peildatum zoals deze in het kader van de Wet Waardering Onroerende Zaken (WOZ) wordt bepaald (Artikel 18, lid 2 van de Wet WOZ).";"";"";""
54;"frc-i:DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";5;"            Date of adoption for value of immovable property act register bound good";"            Datum vaststelling WOZ-waarde registergoed";"            Datum vaststelling WOZ-waarde registergoed";"            Datum vaststelling WOZ-waarde registergoed";"";"DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"frc-i";"DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Instant";"None";0;0;"";"De datum waarop de WOZ-waarde van het registergoed is vastgesteld.";"";"";"";"De datum waarop de WOZ-waarde van het registergoed is vastgesteld.";"";"";""
55;"frc-i:BalanceSheetValueRegisterBoundGood";5;"            Balance sheet value register bound good";"            Boekwaarde registergoed";"            Boekwaarde registergoed";"            Boekwaarde registergoed";"";"BalanceSheetValueRegisterBoundGood";"frc-i";"BalanceSheetValueRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#BalanceSheetValueRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Boekwaarde van het registergoed.";"";"";"";"De boekwaarde van een goed dat volgens de wet moet worden ingeschreven in de daarvoor bestemde openbare registers: grond, huizen, schepen, vliegtuigen. Door de inschrijving kan iedereen zien aan wie het toebehoort en of er een ander zakelijk recht(bijvoorbeeld een hypotheek) op rust (zie BW 3:10).";"";"";""
56;"frc-i:AmortisationMethodRegisterBoundGood";5;"            Amortisation method register bound good";"            Afschrijvingsmethode registergoed";"            Afschrijvingsmethode registergoed";"            Afschrijvingsmethode registergoed";"";"AmortisationMethodRegisterBoundGood";"frc-i";"AmortisationMethodRegisterBoundGood";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#AmortisationMethodRegisterBoundGood";"xbrli:item";1;0;0;"frc-dim:LandAndBuildingsSpecificationAxis";"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Instant";"None";0;0;"";"Methode om de waardedaling van het registergoed tot uitdrukking te brengen.";"";"";"";"Methode om de waardedaling van het registergoed tot uitdrukking te brengen.";"";"";""
57;"frc-lr:NotesBanksLandAndBuildings";3;"      Notes to the financial statements - Land and buildings";"      Toelichting op de jaarrekening - Bedrijfsgebouwen en -terreinen";"      Toelichting op de jaarrekening - Bedrijfsgebouwen en -terreinen";"      Toelichting op de jaarrekening - Bedrijfsgebouwen en -terreinen";"";"NotesBanksLandAndBuildings";"frc-lr";"NotesBanksLandAndBuildings";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesBanksLandAndBuildings";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
58;"frc-i:PurchaseValueRegisterBoundGoodDisclosure";4;"         Disclosure of purchase value register bound good";"         Informatieverschaffing over de aanschafwaarde registergoed";"         Informatieverschaffing over de aanschafwaarde registergoed";"         Informatieverschaffing over de aanschafwaarde registergoed";"";"PurchaseValueRegisterBoundGoodDisclosure";"frc-i";"PurchaseValueRegisterBoundGoodDisclosure";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#PurchaseValueRegisterBoundGoodDisclosure";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:string100000ItemType";"string100000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"100000";"";"";"";"";"Duration";"None";0;0;"";"Toelichting op de waarde waarvoor een registergoed is aangeschaft, indien de aanschafwaarde niet bekend is per kadastrale nummer. Alleen registergoederen met een aanschafwaarde van €10.000,- of meer behoeven hier te worden ingevuld.";"";"";"";"Toelichting op de waarde waarvoor een registergoed is aangeschaft, indien de aanschafwaarde niet bekend is per kadastrale nummer. Alleen registergoederen met een aanschafwaarde van €10.000,- of meer behoeven hier te worden ingevuld.";"";"";""
59;"frc-i:ValuePurposesValuationOfImmovablePropertyActRegisterBoundGoodDisclosure";4;"         Disclosure of value purposes valuation of immovable property act register bound good";"         Informatieverschaffing over WOZ-waarde registergoed";"         Informatieverschaffing over WOZ-waarde registergoed";"         Informatieverschaffing over WOZ-waarde registergoed";"";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGoodDisclosure";"frc-i";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGoodDisclosure";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#ValuePurposesValuationOfImmovablePropertyActRegisterBoundGoodDisclosure";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:string100000ItemType";"string100000";"xbrli:stringItemType";"String";"0";"";"";"";"";"";"1";"100000";"";"";"";"";"Duration";"None";0;0;"";"Toelichting op de waarde van het registergoed zoals het bij het register is geregistreerd indien WOZ waarde geen betrekking heeft op kadastrale nummer.";"";"";"";"Toelichting op de waarde van het registergoed zoals het bij het register is geregistreerd indien WOZ waarde geen betrekking heeft op kadastrale nummer.";"";"";""
60;"frc-lr:OwnHousePrincipalResidenceIncomeSpecification";3;"      Specification of own house principle residence";"      Specificatie van eigen woning";"      Specificatie van eigen woning";"      Specificatie van eigen woning";"";"OwnHousePrincipalResidenceIncomeSpecification";"frc-lr";"OwnHousePrincipalResidenceIncomeSpecification";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#OwnHousePrincipalResidenceIncomeSpecification";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
61;"bd-burg:OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";4;"         Own house principal residence immovable property law object number";"         WOZ-objectnummer woning hoofdverblijf";"         Own house principal residence immovable property law object number";"         Own house principal residence immovable property law object number";"";"OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";"bd-burg";"OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#OwnHousePrincipalResidenceImmovablePropertyLawObjectNumber";"xbrli:item";1;0;0;;"0";"0";"0";"0";"bd-types:nonNegativeInteger12VItemType";"nonNegativeInteger12V";"xbrli:nonNegativeIntegerItemType";"Number";"0";"";"";"";"12";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 520212"
62;"bd-burg:OwnHousePrincipalResidenceAddress";4;"         Own house principal residence address";"         Adres eigen woning hoofdverblijf";"         Own house principal residence address";"         Own house principal residence address";"";"OwnHousePrincipalResidenceAddress";"bd-burg";"OwnHousePrincipalResidenceAddress";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#OwnHousePrincipalResidenceAddress";"xbrli:item";1;0;0;;"0";"0";"0";"0";"bd-types:anstring60VItemType";"anstring60V";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"60";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 3.110, Name: Wet IB2001|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117461"
63;"bd-burg:OwnHousePrincipalResidenceImmovablePropertyLawValue";4;"         Own house principal residence immovable property law value";"         WOZ-waarde eigen woning hoofdverblijf";"         Own house principal residence immovable property law value";"         Own house principal residence immovable property law value";"";"OwnHousePrincipalResidenceImmovablePropertyLawValue";"bd-burg";"OwnHousePrincipalResidenceImmovablePropertyLawValue";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#OwnHousePrincipalResidenceImmovablePropertyLawValue";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117466|Article: 3.112, Name: Wet IB2001, Paragraph: 3|Article: 3.112, Name: Wet IB2001, Paragraph: 2"
64;"frc-lr:SecondHouseSpecification";3;"      Specification of second house(s)";"      Specificatie of tweede woning(en)";"      Specificatie of tweede woning(en)";"      Specificatie of tweede woning(en)";"";"SecondHouseSpecification";"frc-lr";"SecondHouseSpecification";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#SecondHouseSpecification";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
65;"frc-dim:SecondHouseSpecificationAxis";4;"         Second house, specification [axis]";"         Tweede woning, specificatie [as]";"         Tweede woning, specificatie [as]";"         Tweede woning, specificatie [as]";"";"SecondHouseSpecificationAxis";"frc-dim";"SecondHouseSpecificationAxis";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-axes#SecondHouseSpecificationAxis";"xbrldt:dimensionItem";1;1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
66;"frc-dm:ObjectNumberTypedMember";5;"            Immovable property law object number [typed member]";"            WOZ-objectnummer [typed member]";"            WOZ-objectnummer [typed member]";"            WOZ-objectnummer [typed member]";"";"ObjectNumberTypedMember";"frc-dm";"ObjectNumberTypedMember";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-domains#ObjectNumberTypedMember";"";2;0;1;"frc-dim:SecondHouseSpecificationAxis";"0";"0";"0";"0";"frc-types:nonNegInteger12";"nonNegInteger12";"frc-types:nonNegInteger12";"Number";"1";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";"";"";"";"";""
67;"bd-burg:SecondHouseAddress";5;"            Second house address";"            Adres tweede woning";"            Second house address";"            Second house address";"";"SecondHouseAddress";"bd-burg";"SecondHouseAddress";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#SecondHouseAddress";"xbrli:item";1;0;0;"frc-dim:SecondHouseSpecificationAxis";"0";"0";"0";"0";"bd-types:anstring70VItemType";"anstring70V";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"70";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117604|Article: 5.20, Name: Wet IB2001, Paragraph: 1|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a"
68;"bd-burg:SecondHouseValue";5;"            Second house value";"            Waarde tweede woning";"            Second house value";"            Second house value";"";"SecondHouseValue";"bd-burg";"SecondHouseValue";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#SecondHouseValue";"xbrli:item";1;0;0;"frc-dim:SecondHouseSpecificationAxis";"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a|Article: 5.20, Name: Wet IB2001, Paragraph: 1|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117605"
69;"frc-lr:ImmovablePropertyOtherSpecification";3;"      Specification of other immovable property";"      Specificatie van overige onroerende zaken";"      Specificatie van overige onroerende zaken";"      Specificatie van overige onroerende zaken";"";"ImmovablePropertyOtherSpecification";"frc-lr";"ImmovablePropertyOtherSpecification";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#ImmovablePropertyOtherSpecification";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
70;"frc-dim:ImmovablePropertyOtherSpecificationAxis";4;"         Immovable property other, specification [axis]";"         Overige onroerende zaken, specificatie [as]";"         Overige onroerende zaken, specificatie [as]";"         Overige onroerende zaken, specificatie [as]";"";"ImmovablePropertyOtherSpecificationAxis";"frc-dim";"ImmovablePropertyOtherSpecificationAxis";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-axes#ImmovablePropertyOtherSpecificationAxis";"xbrldt:dimensionItem";1;1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
71;"frc-dm:ObjectNumberTypedMember";5;"            Immovable property law object number [typed member]";"            WOZ-objectnummer [typed member]";"            WOZ-objectnummer [typed member]";"            WOZ-objectnummer [typed member]";"";"ObjectNumberTypedMember";"frc-dm";"ObjectNumberTypedMember";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-domains#ObjectNumberTypedMember";"";2;0;1;"frc-dim:ImmovablePropertyOtherSpecificationAxis";"0";"0";"0";"0";"frc-types:nonNegInteger12";"nonNegInteger12";"frc-types:nonNegInteger12";"Number";"1";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";"";"";"";"";""
72;"bd-burg:ImmovablePropertyOtherAddress";5;"            Immovable property other address";"            Adres overige onroerende zaak";"            Immovable property other address";"            Immovable property other address";"";"ImmovablePropertyOtherAddress";"bd-burg";"ImmovablePropertyOtherAddress";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#ImmovablePropertyOtherAddress";"xbrli:item";1;0;0;"frc-dim:ImmovablePropertyOtherSpecificationAxis";"0";"0";"0";"0";"bd-types:anstring70VItemType";"anstring70V";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"70";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117607|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a|Article: 5.3, Name: Wet IB2001, Paragraph: 2|Article: 5.19, Name: Wet IB2001|Article: 5.20, Name: Wet IB2001|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b"
73;"bd-burg:ImmovablePropertyOtherValue";5;"            Immovable property other value";"            Waarde overige onroerende zaak";"            Immovable property other value";"            Immovable property other value";"";"ImmovablePropertyOtherValue";"bd-burg";"ImmovablePropertyOtherValue";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-burgers#ImmovablePropertyOtherValue";"xbrli:item";1;0;0;"frc-dim:ImmovablePropertyOtherSpecificationAxis";"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 117608|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: a|Article: 5.3, Name: Wet IB2001, Paragraph: 2|Article: 5.19, Name: Wet IB2001|Article: 5.20, Name: Wet IB2001|Article: 7.7, Name: Wet IB2001, Paragraph: 2, Subparagraph: b"
